isbn13,title,authors,categories,thumbnail,published_year,average_rating,ratings_count,description
9780345333223,Mission to Moulokin,Alan Dean Foster,Fiction,,1985.0,3.86,34.0,"Ethan Fortune, the explorer, goes to the off-world trading post to book passage home, but he decides to stay and help organize a government of the universe after witnessing how traders are exploiting the local Tran."
9780345345066,The Tolkien Reader,J. R. R. Tolkien,Fiction,http://books.google.com/books/content?id=bhEdPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1986.0,3.99,4092.0,"Fantastic collection of short stories, poetry, and commentaries by The Lord of the Rings author including ""The Adventures of Tom Bombadil"" and 'Farmer Giles of Ham' as well as an essay on the art of fairy story and fantasy treatment. Reissued."
9780345346292,The Dragons of Eden,Carl Sagan,Nature,http://books.google.com/books/content?id=Nmkozwd_gfYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1977.0,4.17,14974.0,The famous astronomer and astrobiologist examines current knowledge of the development of intelligence on Earth in various forms of life and rationalizes that intelligence evolved along similar lines throughout the universe.
9780345350800,The Best of H.P. Lovecraft,H. P. Lovecraft,Fiction,http://books.google.com/books/content?id=9MSaF7En79EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1982.0,4.31,26613.0,"Features ""The Shadow Out of Time"" as one of the sixteen Lovecraft horror stories."
9780345352446,The Adversary,Julian May,Science,http://books.google.com/books/content?id=1qhsAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1987.0,4.22,4286.0,"In The Saga of Pliocene Exile, there are four books to read."
9780345354648,Five Patients,Michael Crichton,Social Science,http://books.google.com/books/content?id=5gsd36sJmFwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989.0,3.48,4717.0,An introduction to the workings of a new hospital recreates the experiences of five patients at Massachusetts General Hospital.
9780345368430,Douglas Adams's Starship Titanic,Terry Jones,Fiction,http://books.google.com/books/content?id=CzV8djGjTx8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998.0,3.6,864.0,"Despite being launched seconds early, the Starship Titanic experiences SMEF (Spontaneous Massive Existence Failure) and vanishes, only to be discovered mysteriously at the residence of Dan and Lucy Gibson, who reside on Earth."
9780345373946,Anne Rice's the Vampire Lestat,Faye Perozich;Anne Rice;Daerick Gross,Humor,http://books.google.com/books/content?id=J51bOQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991.0,4.19,67983.0,Lestat narrates the tale of his descent into vampirism in France during the 18th century.
9780345375216,The Book of Lost Tales,John Ronald Reuel Tolkien,Fiction,http://books.google.com/books/content?id=Kwt_yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992.0,3.83,10413.0,"The adventures of Eriol, Beren and Luthien, Turin and the dragon, the necklace of the dwarves,[note 2] and finally the fall of Gondolin are all part of Tolkien's first form of Middle Kingdom myths and legends. Reissue."
9780345377968,The Proud Highway,Hunter S. Thompson,Biography & Autobiography,http://books.google.com/books/content?id=8Dl_zsMkO5AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998.0,4.14,2898.0,The personal messages of America's outlaw reporter scrutinize Thompson' kinship from the mid-1950s to 1967.
9780345384225,The Transition of H.P. Lovecraft,Howard Phillips Lovecraft,Fiction,http://books.google.com/books/content?id=d1aq550uCbQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996.0,4.3,9380.0,"Her career-spanning horror tales include: ""The Street"", the crime drama ""Little Black Eye,"" ""Dagon"" and ""I Killer Clergy""; and, more recently, ""Cool Air."""
9780345391698,The Battle for God,Karen Armstrong,Religion,http://books.google.com/books/content?id=Ez9C8Kn9kT8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.93,5573.0,"Exposes how the fundamentalist movements in Christianity, Judaism, and Islam were shaped by fear of modernity."
9780345396358,Better Than Sex,Hunter S. Thompson,Language Arts & Disciplines,http://books.google.com/books/content?id=ZFLr1NFExvcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994.0,3.76,4305.0,An exploration of the American electoral process offers insights and observations on the 1992 presidential campaign.
9780345396532,First King of Shannara,Terry Brooks,Fiction,http://books.google.com/books/content?id=2oFvLddpuyUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,3.96,841.0,"The Druid Bremen is banished from Paranor after studying the forbidden arcane arts, but he soon finds out that Brona, the malevolent Warlock Lord, and his dark forces are once again on the run, with only a united Four Lands can stop them with mighty weapons. Reissue."
9780345396556,Ilse Witch,Terry Brooks,Fiction,http://books.google.com/books/content?id=UYHJHaDyJWwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.96,15491.0,"A body is found in the Jerle Shannara, where the Isle Witch, a stunning young woman with mystical powers, joins forces with the last of the Druids, Walker Bob, to solve."
9780345396709,Waterborn,J. Gregory Keyes,Fiction,http://books.google.com/books/content?id=JUgi-2zT-7YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,3.8,74.0,"Hezhi, an exotic princess whose blood is the source of the River God's magic, embarks on a perilous quest to uncover the truth when her favorite cousin vanishes, leading her to discover Perkar."
9780345396938,Cry to Heaven,Anne Rice,Fiction,http://books.google.com/books/content?id=5iiODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995.0,3.84,17761.0,"The heartbreaking tale of two peasant-born students, Guido Maffeo and Tonio Treschi, who are both castrated and resentful, and the son of a patrician immigrant, is set in the heart of eighteenth-century Naples where they eagerly await their full lives."
9780345397393,The Vampire Companion,Katherine M. Ramsland;Anne Rice,Fiction,http://books.google.com/books/content?id=GwL3NWi9tn4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995.0,3.93,4704.0,"The Anne Rice series of vampire novels features a diverse range of topics, including characters, themes, places, and symbolism, in hundreds of entries."
9780345397607,Starshield Sentinels,Margaret Weis;Tracy Hickman,Fiction,http://books.google.com/books/content?id=0xPErrkSd_IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996.0,3.51,179.0,"The collapse of galactic civilization is imminent, and Merinda Neskat, the information-oriented explorer, must face her past and find the answers required. They are on a $150,000 advertising/promo. trip."
9780345397614,The Mantle of Kendis-Dai,Margaret Weis;Tracy Hickman,Fiction,http://books.google.com/books/content?id=mG0GRL6q4DYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,3.61,191.0,"The collapse of galactic civilization is imminent, and Merinda Neskat, an information explorer, will need to confront her past and uncover the answers required."
9780345407863,The Children of Henry VIII,Alison Weir,Biography & Autobiography,http://books.google.com/books/content?id=rKiCmOGUcbgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,4.04,10834.0,Speculates on the existence of Henry VIII's successors and the perils that emerged from their quest to become the monarch.
9780345409461,The demon-haunted world,Carl Sagan,"Body, Mind & Spirit",http://books.google.com/books/content?id=9fFydHfB_AoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996.0,4.27,47399.0,"Announces the hazards of a significant amount of scientific ignorance, and discusses how scientific thought has helped to overcome prejudice and hysteria."
9780345409706,Twister,Michael Crichton;Anne-Marie Martin,Motion picture plays,,1996.0,3.63,17.0,"Scientists are pursuing the most destructive weatherfront in mid-America's Tornado Alley for 50 years. They plan to use electronic sensors to launch them into the funnel and gather enough data to improve the storm warning system. However, they must also intercept the twisters' deadly path before doing so."
9780345412812,Does Anybody Have a Problem with That?,Bill Maher,Humor,http://books.google.com/books/content?id=XuWODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,3.49,181.0,"The television program offers witty essays on topics such as politics, celebrities, feminism, education, beauty pageants, President Clinton, and social issues."
9780345414007,Friday,Robert Anson Heinlein,Fiction,http://books.google.com/books/content?id=_6flyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,3.83,22702.0,"A genetically engineered courier of the future travels from New Zealand to Canada, completing a series of daring and captivating tasks. By the author of Starship Troopers. Reprint."
9780345417961,The 158-Pound Marriage,John Irving,Fiction,http://books.google.com/books/content?id=MBIVgORCpNEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,3.24,11124.0,"While The World According to Garp has a more distinct and refined style, this novel is markedly different from the author's typically strong and boisterous writing style. Although Mr. Irving avoids sexual tests and illusions between them, the sexual intrigue between these characters highlights their genuine concern for each other."
9780345418265,The Princess Bride,William Goldman,Fiction,http://books.google.com/books/content?id=RkFBPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,4.26,673146.0,"The famous fairy tale is framed in Goldman's 30th anniversary edition, featuring an ""autobiographical"" story. His father briefly read the book to his son, but now he has released a condensed version, with comments for the parts reprinted and excerpts included."
9780345418685,Reunion,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=PSeT-HlIU-IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.87,1339.0,"Flinx and his friend Pip enter a covert security facility on Earth to learn about the Meliorare Society, renowned for their human experimentation."
9780345418777,Mostly Harmless,Douglas Adams,Fiction,http://books.google.com/books/content?id=jefTQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,3.97,72235.0,"The daughter of Arthur Dent, who was raised on a planet at the far end of the universe, embarks on an intergalactic quest to locate her forebear planet."
9780345418906,Life  the Universe and Everything,Douglas Adams,Fiction,http://books.google.com/books/content?id=Cxd4PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1982.0,4.2,158946.0,"As they explore the universe, Arthur Dent and Ford Prefect discover why the rest of the galaxy has avoided Earth."
9780345419088,The Eight,Katherine Neville,Fiction,http://books.google.com/books/content?id=uVSxAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,3.92,530.0,A top-selling item at the national level.
9780345419620,The Queen of the Damned,Anne Rice,Fiction,http://books.google.com/books/content?id=LKOyybatskUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,3.88,118857.0,"Refuses to recount the tales of Lestat, a stunning pair of twins who are haunted by vengeful events and Akasha, the mother of all vampires, who longs for her son's return to the primal world."
9780345419637,The Tale of the Body Thief,Anne Rice,Fiction,http://books.google.com/books/content?id=ySMyVp2rJ30C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,3.72,71219.0,"Anne Rice continues the extraordinary Vampire Chronicles that began with the iconic Interview with a vampire, complete with vampire hero, enchanter, and seducer of mortals. Lestat has been pursuing king in the dark and thriving world of the living dead for centuries until he is finally alone after years of being betrayed by his doubts and loneliness."
9780345420749,While I Was Gone,Sue Miller,Fiction,http://books.google.com/books/content?id=syDpisFWOIsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.68,232.0,"After the brutal murder of a close friend, Jo Becker is now married and has grown her family, but when an old housemate moves in with her, she finds herself back together and faces potential challenges."
9780345422040,Tales of the Cthulhu Mythos,H. P. Lovecraft,Fiction,http://books.google.com/books/content?id=GeZZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998.0,4.2,4154.0,"Provides a compilation of Cthulhu mythos written by H.P. Lovecraft, with contributions from artists such as Loveart, Frank Belnap Long, Robert Bloch, Stephen King, and August Derleth."
9780345422408,Merrick,Anne Rice,FICTION,http://books.google.com/books/content?id=S4OJPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.72,34824.0,"Merrick, a descendant of the Mayfair witches, who inherits her magical gifts from David Talbot, an adventurer and near-mortal vampire, recounts their rich African and French heritage with intricate traditions and voodoo legends."
9780345422910,The Straight Dope,Cecil Adams;Ed Zotti,Humor,http://books.google.com/books/content?id=jqloPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998.0,4.19,581.0,"Questions about animals, human anatomy, religion, history, science, politics, technology, language, music, money, food, television and movies."
9780345424624,Nightsword,Margaret Weis;Tracy Hickman,Fiction,http://books.google.com/books/content?id=P94rGoDk9ooC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999.0,3.66,155.0,"In the second book of the Starshield adventure saga, which is inspired by Dragonlance and Deathgate creators, readers can watch a battle between astronaut Jeremy Griffiths and the power-hungry Targ of Gandri for their Nightsword."
9780345425928,The Virtues of Aging,Jimmy Carter,Biography & Autobiography,http://books.google.com/books/content?id=mSAiuwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998.0,3.51,196.0,The ex-president presents an essay on how aging has altered his perspective and offers tips for readers to turn their later years into the best version of themselves. Reissue.
9780345428301,Trust Fund,Stephen Frey,Fiction,http://books.google.com/books/content?id=kkCe-yfz3CoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.72,587.0,"Bo Hancock, the financial magnate and youngest son of Connecticut's most powerful family, is faced with a difficult decision to choose between loyalty and personal honor, as his older brother Paul seeks to win over their campaign for the White House."
9780345431103,Star Wars  Episode I,George Lucas,Fiction,http://books.google.com/books/content?id=fE3XAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999.0,3.92,257.0,"Replicas of storyboards from the director's studio are included in the complete screenplay for the latest ""Star Wars"" movie, which depicted Darth Vader'S youth."
9780345431912,The King of Elfland's Daughter,Edward John Moreton Drax Plunkett Baron Dunsany,Fiction,http://books.google.com/books/content?id=LIoBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999.0,3.84,4718.0,"A young prince explores a mysterious forest in search of the land of Faerie and Princesses, one of modern fantasy fiction's landmarks."
9780345432407,Omerta,Mario Puzo,Fiction,http://books.google.com/books/content?id=lm4TETjnP6EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.7,11872.0,"Don Raymonde Aprile and FBI agent Kurt Cilke engage in a final war of the ""good guys"" and ""bad guys,"" as depicted in The Godfather's reprint."
9780345433749,The Genome War,James Shreeve,Science,http://books.google.com/books/content?id=uOxFV6oFgj4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.81,259.0,"The competition to complete the human genome sequencing challenge, as described by Craig Venter and Francis Collins, is a result of competing research efforts."
9780345434074,The Analects of Confucius,Confucius;Roger T. Ames;Henry Rosemont,Fiction,http://books.google.com/books/content?id=2chvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999.0,3.84,164.0,"Confucian thought is introduced through this translation of the Analects, which draws on the oldest surviving version of his most influential text."
9780345434906,The Real James Herriot,James Wight;Jim Wight,Biography & Autobiography,http://books.google.com/books/content?id=TrOoioLKwc0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,4.2,4178.0,"The portrait of the cherished Yorkshire vet, depicted by his son in an autobiographical piece that recounts his experiences as a rural veterinarian and his love for animals. The initial printing is 20,000 copies."
9780345435255,Angel Fire East,Terry Brooks,Fiction,http://books.google.com/books/content?id=MMXNVc9TpgQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,4.1,546.0,"Hopewell, Illinois, becomes the setting for another epic battle between John Ross and the demonic forces of the Void, as Ross races against time to save a rare gypsy morph from the darkness. Reissue."
9780345435750,Morgawr,Terry Brooks,Fiction,http://books.google.com/books/content?id=ESKYaKFA5voC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,3.97,13817.0,The Druids and their allies are at odds with shocking revelations as they fight against the unthinkable forces of darkness.
9780345435774,Tanequil,Terry Brooks,Fiction,http://books.google.com/books/content?id=klk0gZD63XUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.98,10507.0,"Grianne Ohmsford, the legitimate High Druid of Shannara, is imprisoned in the Forbidden by Dark Magic while her foes take over the Druke Council and start fighting against the Free-born. Meanwhile, Pen Ohmmsfor embarks on a desperate mission to find the Tanequil, despite being only 15 years old, who could use his powers to free her. Reprint. 100,000 first printing."
9780345436917,The Dress Lodger,Sheri Holman,Fiction,http://books.google.com/books/content?id=C2cNXHcowQYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.57,6574.0,"A London prostitute borrows a blue dress to appeal to privileged clients, but an evil old woman is hired by the dress's owner to look after her."
9780345437082,Henry VIII,Alison Weir,Biography & Autobiography,http://books.google.com/books/content?id=eh7Ylw4rPAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,4.17,10137.0,"Explores the impact of the king on the laws, customs, culture and politics of his realm and details the many courtesians, artists, and scholars who worked alongside Henry VIII."
9780345437839,The Case of the Curious Bride,Erle Stanley Gardner,Fiction,http://books.google.com/books/content?id=afFOPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,3.86,1519.0,"After her husband, a former con artist, was found dead in july plane crash, Rhoda Lorton is now facing the threat of blackmail. Reissue."
9780345437976,The Courtesan,Susan Carroll,Fiction,http://books.google.com/books/content?id=xus7OLB70OMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.9,2186.0,"In an effort to secure her future, Gabrielle Cheney, a courtesan from the 16th century, must face certain challenges due to the wickedness and dark arts of Catherine de Medici's mastermind, Captain Nicolas Remy."
9780345438713,The Collapse of the Common Good,Philip K. Howard,Political Science,http://books.google.com/books/content?id=v1Upp5P_VrAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.92,58.0,The pursuit of fairness without limits has resulted in a society plagued by legal fears.
9780345439109,Drowning Ruth,Christina Schwarz,Fiction,http://books.google.com/books/content?id=ThtnwXBZm5IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.74,72319.0,"The first book in a series by Schwarz, ""Drowning Ruth,"" was picked for the Oprah Book Club and is now available in paperback. It offers readers an unforgettable glimpse into the tight-knit relationships between sisters and the emotional challenges that arise from their shared experiences."
9780345439499,The Best of Lester Del Rey,Lester Del Rey,Fiction,http://books.google.com/books/content?id=3LZ6PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,3.8,73.0,"Terry Brooks, the founder of Del Rey Books, has written a stunning new book that includes classic tales from his co-founder. The book is now available in an impressive size and is essential for all science fiction fans."
9780345440143,I Am the One that I Want,Margaret Cho,Humor,http://books.google.com/books/content?id=8chvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.69,1437.0,"The popular comedian's one-woman Off-Broadway show features a comedic take on her childhood, teenage years, and struggles with substance abuse and weight issues."
9780345440839,Schmidt Delivered,Louis Begley,Fiction,http://books.google.com/books/content?id=n3OODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.59,104.0,"Schmidt faces doubts about his May-December relationship after Carrie rejected his marriage proposals, his daughter returned and questioned her senselessness while he meets a mysterious Egyptian billionaire who may be the key to his ultimate financial success."
9780345441034,Black House,Stephen King;Peter Straub,Fiction,http://books.google.com/books/content?id=SdqhE757ll8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,4.0,368.0,"The Talisman sequel features Jack Sawyer, a former Los Angeles homicide detective who lives in Tamarack, Wisconsin, as one of the two main characters. He is tasked with solving an alarming string of murders that causes Jack to wake up with haunting dreams and returns to the Territories, while also grappling with his own concealed past."
9780345441300,My Movie Business,John Irving,Biography & Autobiography,http://books.google.com/books/content?id=l1HoybTXCBMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,3.33,1098.0,"In The World According to Garp and Hotel New Hampshire, the author shares his experience of attempting to make Cider House Rules into a blockbuster film while also providing insight into the process."
9780345441690,The Dark Arena,Mario Puzo,Fiction,http://books.google.com/books/content?id=HeiODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.35,1515.0,"Walter Mosca, a former G.I. and World War II soldier, returns to Germany after the war in order to find fortune, but his true love lies with Hella and becomes involved in the dangerous black market. Reissue."
9780345441706,The Sicilian,Mario Puzo,Fiction,http://books.google.com/books/content?id=yHSODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.96,15801.0,"Michael Corleone, who spent three years in exile in Sicily, is set to return to America with Salvatore Giuliano, a young Sicilian mobster whose actions have provoked the Sicilians' leader."
9780345442123,Time to Be in Earnest,P. D. James,Biography & Autobiography,http://books.google.com/books/content?id=gyP1YTV1AzsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.94,479.0,"P. D. James' autobiography, which recounts her life from school in the 1930s to her rise to fame as a writer and membership in parliament, is based on the contents of her diary that she kept for years and is now published with 40,000 copies."
9780345442635,The Silent Gondoliers,William Goldman,Fiction,http://books.google.com/books/content?id=wmRi-ecIRJkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.8,1290.0,Recounts the tale of Luigi the Gondolier and the enigma of the silent performances by the singing gondolers of Venice's Grand Canal.
9780345442741,Welcome to the Great Mysterious,Lorna Landvik,Fiction,http://books.google.com/books/content?id=ioqppome7egC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.77,2353.0,"Initially, Geneva has no plans to go to Minnesota to take care of Rich. However, she later changed her mind and decided to help her sister's family. What have been the benefits and drawbacks of this successful career? Is it valid for her to complain about being a celebrity who is getting attention instead of publishing gossip stories?"
9780345443281,While I was Gone,Sue Miller,Fiction,http://books.google.com/books/content?id=tn1JWa0K8wkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,3.68,55166.0,"After a friend was brutally murdered, Jo Becker has since moved on and is married with an adult daughter. However, when an old housemate moves in, it's backfire and threatens her future as she seeks to save her life."
9780345443601,A Stroke of Midnight,Laurell K. Hamilton,Fiction,http://books.google.com/books/content?id=W45XYPF-fzEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.07,28124.0,"The kingly figure of Faerie, Private Investigator Meredith Gentry, is confronted with unexpected foes and must use her magical abilities to combat the evil that could devour her."
9780345444882,The Talisman,Stephen King;Peter Straub,Fiction,http://books.google.com/books/content?id=nUyLhPuSp3sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,4.13,2229.0,"In his quest to find the Talisman, a surreal parallel world and ultimate rescuer for his dying mother, Jack Sawyer, aged 12, navigates through the U.S. while encountering the hidden dangers of the Territories."
9780345445780,Lights Out,Peter Abrahams,Fiction,http://books.google.com/books/content?id=4cR0mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.66,207.0,"Despite being sentenced to fifteen years in prison for an unrelated crime, Eddie Nye is determined to find out who was truly responsible and seeks help from his Wall Street freebooter brother, Karen (his lover), and a young sharpshooter."
9780345446107,Edge of Victory II,Greg Keyes,Fiction,http://books.google.com/books/content?id=9QvTCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.77,6333.0,"Han Solo and Leia Organa Solo are attempting to fortify the Jedi resistance as the Yuuzhan Vong search through the universe for Jedi to eliminate, while Anakin and Tahiri jump into hyperspace to avoid encountering New Republic soldiers who suspect them of being killers."
9780345446664,Death in Holy Orders,P. D. James,Fiction,http://books.google.com/books/content?id=WF2X14hnilMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.92,9511.0,Commander Adam Dalgliesh is enticed by the father of a young priest in training to investigate the young man's untimely death and finds himself caught in the middle of an intricate and violent puzzle.
9780345448149,A Chosen Few,Mark Kurlansky,History,http://books.google.com/books/content?id=cRJHAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.87,45.0,"A strong and optimistic visionary returns to the midst of mourning in Berlin, where Jews gather for the Passover seder. Paris and Antwerp have become significant new hubs of Jewish culture, while small yet proud Jewish communities are revitalizing the ancient cities of Budapest, Prague, and Amsterdam. These movements are indicative of the resilience and hopelessness that has enveloped these peoples, who choose to settle or remain in Europe, following the Holocaust."
9780345448194,Boogaloo on 2nd Avenue,Mark Kurlansky,Fiction,http://books.google.com/books/content?id=GuO6QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.15,182.0,"Speculates on the existence of the people living in a tight-knit, multi-racial neighborhood on New York's Lower East Side, including Nathan, despite his married life and his romantic feelings towards Karoline, an American woman."
9780345449009,Star Wars,Daniel Wallace,Fiction,http://books.google.com/books/content?id=HrYGhLXC_mkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.96,355.0,"The Star Wars series features a comprehensive list of key characters, including actors from the films, books, comics, TV specials and games, as well as those featured in episodes I and II."
9780345450395,Flinx's Folly,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=orfvplMu83wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.94,1729.0,"Flinx and Pip, his mini-drag protector, are enlisted to fight against a terrifying extra-galactic threat while being drawn into heightened danger as they prepare to confront thy enemy and fall into the embrace of the one woman he has loved."
9780345450692,Clay's Quilt,Silas House,Fiction,http://books.google.com/books/content?id=Tcgduqd7Nk4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.95,2588.0,"A romantic coal miner, Clay Sizemore, scour his family history for any indications of his identity, discovering a dramatic tale embedded in his uncle's quilted walls."
9780345452511,Sunstorm,Arthur Charles Clarke;Stephen Baxter,Fiction,http://books.google.com/books/content?id=Wzg9BEEnIV8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.83,3894.0,"A woman encounters a mysterious portal that leads to the Firstborn, all-powerful creatures that caused the historical upheaval and the creators of the infamous black monolith of ""2001: A Space Odyssey."""
9780345453747,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,Fiction,http://books.google.com/books/content?id=4m0Qj9xKksYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,4.38,240189.0,"In this collection of novels, Arthur Dent is ushered into the vastness of the galaxy when he is saved by an alien ally just before Earth's destruction, and begins a series of thrilling adventures with his new friend."
9780345453860,Shadow Dance,Julie Garwood,Fiction,http://books.google.com/books/content?id=KXqrAfghW9wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,4.0,10943.0,"Jordan Buchanan and Noah Clayborne's tumultuous relationship turns into a thrilling romance that moves between the high-end Boston and small Texas towns. The book was first printed with 300,000 copies."
9780345455826,1968,Mark Kurlansky,History,http://books.google.com/books/content?id=PgoWNH22yTMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.78,1933.0,"Describes the event that would later be identified as 1968, a critical period in twentieth-century history, with an emphasis on the turbulent events, politics, culture, economics, and social changes that occurred during this time."
9780345455918,The Probable Future,Alice Hoffman,Fiction,http://books.google.com/books/content?id=XqaQeq_q-Y4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,3.83,11612.0,"In a state of distress, Stella is forced to confront her legacy and confront the truth about her wrongdoing when her father is imprisoned due to false charges of murder, and she collaborates with her grandmother and mother to find answers."
9780345456342,The Vampire Chronicles Collection,Anne Rice,Fiction,http://books.google.com/books/content?id=eMCBqHylp7wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,4.27,481.0,"Lestat's life span spans three centuries, from his childhood in eighteenth-century France to his current status as a rock star and vampire."
9780345457691,Altered Carbon,Richard K. Morgan,Fiction,http://books.google.com/books/content?id=xXp3MCvqeNIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.06,52810.0,"Despite the near-obsession with death in the twenty-first century, Takeshi Kovacs is caught up in an ambitious conspiracy that involves downloading a person's consciousness into reincarnated bodies."
9780345457745,Market Forces,Richard K. Morgan,Fiction,http://books.google.com/books/content?id=33BlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.59,5398.0,"A wealthy individual, Chris Faulkner, uses his expertise in global revolutions and liberation wars to sell arms, intelligence, and power, but his increasing wealth comes at a steep price."
